TreeID,TreeHeight,TreeSpread,TreeNorth,TreeEast,FrmVigName,LocModName,TreeRem,TreePltDat,SpName,SpCmnName
TP0181,13,8,-31.99525743,115.8890621,Perfect form and excellent vigour,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0182,12,6,-31.99529549,115.8890588,Slightly reduced vigour,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0183,14,7,-31.99531437,115.8891967,Slight imperfections & slightly reduced vigour,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0184,12,6,-31.9953211,115.8892476,Slight imperfections in form,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0185,14,8,-31.99528684,115.8892966,Perfect form and excellent vigour,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0186,11,11,-31.99524226,115.8892252,Good form with good vigour,Perfect suitability,Existing,,Pinus radiata,Monterey Pine
TP0187,10,5,-31.99529202,115.8893396,Good form with average vigour,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0188,8,6,-31.99526683,115.8896196,Good form with good vigour,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0189,10,6,-31.99529634,115.8896148,Good form with good vigour,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0190,12,7,-31.99532708,115.8896475,Perfect form and excellent vigour,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0191,10,5,-31.99532409,115.8896789,Good form with good vigour,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0192,11,5,-31.99528145,115.8896601,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Casuarina cunninghamiana,She Oak/ River Oak/ Fire Oak
TP0193,8,6,-31.99515407,115.889477,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0194,8,6,-31.99515598,115.8895502,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0195,8,6,-31.99513467,115.8895992,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0196,11,6,-31.99517254,115.8896199,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0197,10,5,-31.99515791,115.8896764,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0198,8,6,-31.99512562,115.8897073,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0199,11,6,-31.99508198,115.889735,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0200,8,5,-31.99504358,115.8897451,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0201,8,6,-31.99499371,115.8897397,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0202,8,6,-31.99498967,115.8896819,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0203,10,6,-31.99495005,115.8897357,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0204,8,5,-31.99491168,115.8897381,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0205,9,6,-31.99486456,115.8897285,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0206,9,6,-31.9948503,115.8896806,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0207,9,7,-31.99486073,115.8896368,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0208,10,8,-31.99486954,115.8894948,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0209,10,8,-31.99494658,115.8894887,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0210,11,8,-31.99497041,115.8895235,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0211,11,8,-31.99497049,115.8895724,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0212,10,6,-31.99501026,115.8895726,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0213,10,6,-31.99504212,115.8895662,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0214,10,5,-31.99502067,115.8895207,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0215,6,5,-31.99501701,115.8894485,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0216,2,4,-31.99499072,115.8894047,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0217,10,5,-31.99501884,115.8894035,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0218,12,6,-31.99507146,115.8893954,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0219,11,7,-31.9950474,115.8892633,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0220,10,5,-31.99506954,115.8892084,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0221,10,5,-31.99506501,115.88915,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0222,11,12,-31.99502213,115.889193,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0223,6,3,-31.9950055,115.8892166,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0224,12,10,-31.99493992,115.8892099,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0225,11,9,-31.99501599,115.8891271,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0226,5,5,-31.99502815,115.889013,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0227,6,5,-31.99504136,115.8889326,Bifurcation of trunk & good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0228,10,6,-31.9950814,115.8888271,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0229,9,6,-31.99505397,115.8888141,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0230,10,8,-31.99507929,115.8887378,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0231,11,10,-31.99509075,115.8886876,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0232,6,5,-31.99512028,115.8887265,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0233,6,4,-31.99522075,115.8887147,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0234,11,8,-31.99518665,115.888788,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0235,12,10,-31.99525191,115.8887786,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0236,12,9,-31.99523834,115.8888522,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0237,12,9,-31.99522584,115.8888903,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0238,12,9,-31.99521616,115.888935,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0239,11,7,-31.99517839,115.8889738,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0240,7,5,-31.99520544,115.8889692,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0241,8,5,-31.99521003,115.8890309,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0242,11,6,-31.99519783,115.8890873,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0243,9,7,-31.9951451,115.8891267,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0244,11,8,-31.9951977,115.8891878,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0245,8,6,-31.99514418,115.8891945,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0246,9,6,-31.9951837,115.8891891,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0247,10,6,-31.99519284,115.8892849,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0248,12,8,-31.99520648,115.8893294,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0249,10,6,-31.99518677,115.8893964,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0250,8,6,-31.99519531,115.8894555,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0251,8,6,-31.99468833,115.8896045,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0252,6,6,-31.99467317,115.8896436,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0253,5,4,-31.99466524,115.8897066,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0254,10,6,-31.99466915,115.8897529,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0255,4,3,-31.99468825,115.8898083,Bifurcation of trunk & excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Melaleuca quinquenervia,Broad Leaved Paperbark
TP0256,13,14,-31.99463958,115.8897817,Slightly reduced vigour,Could be better located but no problems,Existing,,Pinus radiata,Monterey Pine
TP0257,6,8,-31.99463151,115.8897599,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Callitris preissii,Rottnest Island Pine
TP0258,7,8,-31.994622,115.8897097,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Callitris preissii,Rottnest Island Pine
TP0259,6,4,-31.99463504,115.8896485,Good vigour with average form,Perfect suitability,Existing,,Callitris preissii,Rottnest Island Pine
TP0260,14,13,-31.99460313,115.8897328,Perfect form and excellent vigour,Perfect suitability,Existing,,Corymbia maculata,Spotted Gum
TP0261,3,4,-31.9944623,115.889565,Good form with good vigour,Could be better located but no problems,Existing,,Dracaena marginata,Dracaena
TP0262,3,3,-31.99465528,115.8894302,Good form with good vigour,Could be better located but no problems,Existing,,Dracaena marginata,Dracaena
TP0263,12,11,-31.99450885,115.8893874,Perfect form and excellent vigour,"Minor problems, e.g. lifting paving",Existing,,Pinus pinaster,Cluster pine/ Maritime Pine
TP0264,8,12,-31.99447554,115.8893639,Perfect form and excellent vigour,Perfect suitability,Existing,,Jacaranda mimosifolia,Jacaranda/ Brazilian Rosewood
TP0265,8,8,-31.99439033,115.8890096,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0266,9,10,-31.99436683,115.8889654,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0267,11,13,-31.99438572,115.8888788,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0268,7,8,-31.99429999,115.8889228,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0269,8,8,-31.99424666,115.8889185,Perfect form and excellent vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0270,8,9,-31.99419291,115.8889043,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0271,10,12,-31.99415143,115.8888916,Good form with average vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0272,4,2,-31.9941073,115.8888687,Dead,Perfect suitability,Existing,,Acacia Species,Wattle
TP0273,12,14,-31.99424343,115.8888719,Bifurcation of trunk & good vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0274,10,8,-31.99429591,115.888863,Perfect form and excellent vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0275,8,10,-31.99445553,115.8888167,Good form with good vigour,Perfect suitability,Existing,,Sapium sebiferum,Chinese Tallow
TP0276,8,2,-31.99441076,115.8888244,Slight imperfections in form,Perfect suitability,Existing,,Cupressus sempervirens 'Swane's Golden',Golden Pencil Pine
TP0277,4,2,-31.99451267,115.8887458,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Cupressus sempervirens 'Swane's Golden',Golden Pencil Pine
TP0278,4,2,-31.99452466,115.8888686,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Cupressus sempervirens 'Swane's Golden',Golden Pencil Pine
TP0279,5,2,-31.99452381,115.8888235,Slight imperfections in form,"Minor problems, e.g. lifting paving",Existing,,Cupressus sempervirens 'Swane's Golden',Golden Pencil Pine
TP0280,1,2,-31.99450885,115.8888243,Perfect form and excellent vigour,Perfect suitability,Existing,,Xanthorrhoea preissii,Grass Tree
TP0281,3,3,-31.99449277,115.8888099,Perfect form and excellent vigour,Perfect suitability,Existing,,Xanthorrhoea preissii,Grass Tree
TP0282,2,3,-31.99449896,115.888835,Perfect form and excellent vigour,Perfect suitability,Existing,,Xanthorrhoea preissii,Grass Tree
TP0283,3,3,-31.99451021,115.8889161,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Dracaena marginata,Dracaena
TP0284,3,3,-31.99456192,115.8889104,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Dracaena marginata,Dracaena
TP0285,3,3,-31.99454121,115.8889415,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Dracaena marginata,Dracaena
TP0286,3,3,-31.99453509,115.888874,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0287,3,3,-31.99452021,115.888907,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0288,3,3,-31.99457273,115.8889703,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0289,3,3,-31.99455679,115.8889817,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0290,3,3,-31.99460755,115.8889753,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0291,3,3,-31.99449165,115.888954,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0292,3,1,-31.99452154,115.8889864,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0293,3,3,-31.99450943,115.8889909,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0294,3,3,-31.99448898,115.8890085,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0295,3,3,-31.99447492,115.8891431,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0296,3,2,-31.99456014,115.8890492,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0297,3,3,-31.99453386,115.8890953,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0298,3,3,-31.99452317,115.8890605,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0299,3,3,-31.9945567,115.889106,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0300,3,3,-31.99456068,115.8890857,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0301,5,3,-31.99444078,115.8887701,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0302,5,3,-31.99440871,115.8887305,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0303,5,3,-31.99441565,115.8887775,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0304,5,3,-31.99440897,115.8887883,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0305,5,3,-31.99439844,115.8887998,Good form with good vigour,Could be better located but no problems,Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0306,5,3,-31.99439194,115.8888146,Good form with good vigour,Could be better located but no problems,Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0307,5,3,-31.99440206,115.8888135,Good form with good vigour,Could be better located but no problems,Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0308,5,3,-31.99441433,115.8888139,Good form with good vigour,Could be better located but no problems,Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0309,5,3,-31.99441418,115.8888273,Good form with good vigour,Could be better located but no problems,Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0310,5,3,-31.99443099,115.8888108,Good form with good vigour,Could be better located but no problems,Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0311,5,3,-31.99444987,115.8887962,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0312,5,3,-31.99443844,115.888801,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0313,5,3,-31.99443651,115.8887619,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0314,5,3,-31.99445167,115.8887003,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Thuja occidentalis,American Arbor-Vitae/ White Cedar
TP0315,4,4,-31.99343884,115.8880729,Good form with good vigour,Could be better located but no problems,Existing,,Cinnamomum camphora,Camphora Laurel
TP0316,4,4,-31.99346226,115.8880803,Good form with average vigour,Could be better located but no problems,Existing,,Cinnamomum camphora,Camphora Laurel
TP0317,5,8,-31.99346366,115.8880874,Good form with average vigour,"Minor problems, e.g. lifting paving",Existing,,Cinnamomum camphora,Camphora Laurel
TP0318,3,2,-31.99348742,115.8881172,Good form with average vigour,Could be better located but no problems,Existing,,Cinnamomum camphora,Camphora Laurel
TP0319,6,5,-31.99349132,115.8881514,Good form with good vigour,Could be better located but no problems,Existing,,Cinnamomum camphora,Camphora Laurel
TP0320,3,3,-31.99351279,115.888155,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Cinnamomum camphora,Camphora Laurel
TP0321,6,6,-31.99351254,115.8881861,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Cinnamomum camphora,Camphora Laurel
TP0322,3,3,-31.99353874,115.8882233,Good form with average vigour,Could be better located but no problems,Existing,,Cinnamomum camphora,Camphora Laurel
TP0323,4,3,-31.99353539,115.888195,Good form with average vigour,"Minor problems, e.g. lifting paving",Existing,,Cinnamomum camphora,Camphora Laurel
TP0324,5,4,-31.99330431,115.8879857,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Liquidambar styraciflua,Liquidambar
TP0325,9,10,-31.99325551,115.8878894,Perfect form and excellent vigour,Could be better located but no problems,Existing,,Liquidambar styraciflua,Liquidambar
TP0326,5,3,-31.99332693,115.8878522,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0327,9,13,-31.99341527,115.8878098,Slight imperfections in form,Could be better located but no problems,Existing,,Pinus radiata,Monterey Pine
TP0328,10,13,-31.99349771,115.8877552,Bifurcation of trunk & excellent vigour,Could be better located but no problems,Existing,,Pinus radiata,Monterey Pine
TP0329,8,12,-31.99347605,115.8878966,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Pinus radiata,Monterey Pine
TP0330,6,5,-31.9934739,115.8879982,Perfect form and excellent vigour,Could be better located but no problems,Existing,,Pinus radiata,Monterey Pine
TP0331,9,13,-31.99352649,115.8878252,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Pinus radiata,Monterey Pine
TP0332,6,14,-31.99361152,115.8877635,Slight imperfections in form,Perfect suitability,Existing,,Pinus radiata,Monterey Pine
TP0333,8,14,-31.99370936,115.8877263,Good form with good vigour,Could be better located but no problems,Existing,,Pinus radiata,Monterey Pine
TP0334,5,6,-31.99352481,115.8878876,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Cinnamomum camphora,Camphora Laurel
TP0335,6,6,-31.99365374,115.8878233,Good form with good vigour,Perfect suitability,Existing,,Cinnamomum camphora,Camphora Laurel
TP0336,3,4,-31.99368748,115.8877707,Good form with good vigour,Perfect suitability,Existing,,Cinnamomum camphora,Camphora Laurel
TP0337,5,4,-31.99377856,115.887699,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0338,5,5,-31.9938611,115.8877358,Perfect form and excellent vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0339,5,3,-31.99399069,115.887724,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0340,6,8,-31.99417131,115.8877646,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0341,6,8,-31.99427945,115.8877569,Perfect form and excellent vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0342,6,5,-31.99406466,115.8876313,Perfect form and excellent vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0343,5,3,-31.99419264,115.8875996,Good form with good vigour,"Minor problems, e.g. lifting paving",Existing,,Liquidambar styraciflua,Liquidambar
TP0344,9,6,-31.9942961,115.8876105,Bifurcation of trunk & excellent vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0345,8,5,-31.99440501,115.887598,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0346,8,6,-31.99452026,115.8875917,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0347,8,6,-31.99462556,115.8875836,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0348,10,9,-31.99474016,115.8875821,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0349,10,8,-31.99483882,115.8875665,Perfect form and excellent vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0350,12,9,-31.99495965,115.8875757,Slight imperfections in form,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0351,10,9,-31.99508381,115.8875659,Perfect form and excellent vigour,Perfect suitability,Existing,,Liquidambar styraciflua,Liquidambar
TP0352,20,14,-31.99500873,115.8876332,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster,Cluster pine/ Maritime Pine
TP0353,21,15,-31.99497086,115.8877432,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster,Cluster pine/ Maritime Pine
TP0354,22,13,-31.99517993,115.8876125,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster,Cluster pine/ Maritime Pine
TP0355,23,15,-31.99482552,115.8878397,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster,Cluster pine/ Maritime Pine
TP0356,22,16,-31.99474387,115.8877805,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster,Cluster pine/ Maritime Pine
TP0357,22,15,-31.99469175,115.88767,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster,Cluster pine/ Maritime Pine
TP0358,20,14,-31.99472305,115.8879791,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster,Cluster pine/ Maritime Pine
TP0359,20,10,-31.9949407,115.8880606,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster,Cluster pine/ Maritime Pine
TP0360,20,13,-31.9950269,115.8880677,Good form with good vigour,Perfect suitability,Existing,,Pinus pinaster,Cluster pine/ Maritime Pine
TP0361,6,12,-31.99425781,115.8876508,Good form with average vigour,"Minor problems, e.g. lifting paving",Existing,,Pinus radiata,Monterey Pine
